JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
CA|Caisse|CA202600045|20260216|530000|Caisse|||CA202600045|20260216|Encaissements de la journee|503,04|0,00|||20260216||
CA|Caisse|CA202600045|20260216|701000|Ventes de cafe torrefie|||CA202600045|20260216|12.9 kg de cafe torrefie|0,00|360,75|||20260216||
CA|Caisse|CA202600045|20260216|445710|TVA collectee|||CA202600045|20260216|TVA collectee 5,5 %|0,00|19,84|||20260216||
CA|Caisse|CA202600045|20260216|706000|Prestations, bar et degustations|||CA202600045|20260216|Bar et degustations|0,00|111,32|||20260216||
CA|Caisse|CA202600045|20260216|445710|TVA collectee|||CA202600045|20260216|TVA collectee 10 %|0,00|11,13|||20260216||
ST|Stocks et production|ST202600183|20260216|713500|Variation des stocks de produits finis|||ST202600183|20260216|Destockage de produits finis|121,41|0,00|||20260216||
ST|Stocks et production|ST202600183|20260216|355000|Stock de cafe torrefie|||ST202600183|20260216|Stock de cafe torrefie|0,00|121,41|||20260216||
VE|Ventes|VE202600050|20260216|512000|Banque|||VE202600050|20260216|Encaissement Stripe|401,26|0,00|||20260216||
VE|Ventes|VE202600050|20260216|701000|Ventes de cafe torrefie|||VE202600050|20260216|13.8 kg de cafe torrefie|0,00|365,38|||20260216||
VE|Ventes|VE202600050|20260216|708500|Ports factures|||VE202600050|20260216|Ports factures|0,00|13,15|||20260216||
VE|Ventes|VE202600050|20260216|445710|TVA collectee|||VE202600050|20260216|TVA collectee 5,5 %|0,00|20,10|||20260216||
VE|Ventes|VE202600050|20260216|445710|TVA collectee|||VE202600050|20260216|TVA collectee 20 %|0,00|2,63|||20260216||
ST|Stocks et production|ST202600184|20260216|713500|Variation des stocks de produits finis|||ST202600184|20260216|Destockage de produits finis|129,96|0,00|||20260216||
ST|Stocks et production|ST202600184|20260216|355000|Stock de cafe torrefie|||ST202600184|20260216|Stock de cafe torrefie|0,00|129,96|||20260216||
VE|Ventes|VE202600051|20260216|411000|Clients|||FA-2026-0019|20260216|Client Cantine Numerique, facture FA-2026-0019|3412,36|0,00|||20260216||
VE|Ventes|VE202600051|20260216|701000|Ventes de cafe torrefie|||FA-2026-0019|20260216|210 kg de cafe torrefie|0,00|3234,46|||20260216||
VE|Ventes|VE202600051|20260216|445710|TVA collectee|||FA-2026-0019|20260216|TVA collectee 5,5 %|0,00|177,90|||20260216||
ST|Stocks et production|ST202600185|20260216|713500|Variation des stocks de produits finis|||ST202600185|20260216|Destockage de produits finis|1972,18|0,00|||20260216||
ST|Stocks et production|ST202600185|20260216|355000|Stock de cafe torrefie|||ST202600185|20260216|Stock de cafe torrefie|0,00|1972,18|||20260216||
ST|Stocks et production|ST202600186|20260216|603100|Variation des stocks de cafe vert|||TOR-032|20260216|Consommation de cafe vert|1199,97|0,00|||20260216||
ST|Stocks et production|ST202600186|20260216|310000|Stock de cafe vert|||TOR-032|20260216|Stock de cafe vert|0,00|1199,97|||20260216||
ST|Stocks et production|ST202600187|20260216|603200|Variation des stocks d'emballages|||TOR-032|20260216|Consommation d'emballages|129,18|0,00|||20260216||
ST|Stocks et production|ST202600187|20260216|320000|Stock d'emballages et fournitures|||TOR-032|20260216|Stock d'emballages|0,00|129,18|||20260216||
ST|Stocks et production|ST202600188|20260216|355000|Stock de cafe torrefie|||TOR-032|20260216|Stock de cafe torrefie, brassin TOR-032|1555,08|0,00|||20260216||
ST|Stocks et production|ST202600188|20260216|713500|Variation des stocks de produits finis|||TOR-032|20260216|Production stockee|0,00|1555,08|||20260216||
CA|Caisse|CA202600046|20260216|512000|Banque|||CA202600046|20260216|Remise de la semaine|2931,29|0,00|||20260216||
CA|Caisse|CA202600046|20260216|530000|Caisse|||CA202600046|20260216|Caisse de la boutique|0,00|2931,29|||20260216||
CA|Caisse|CA202600047|20260217|530000|Caisse|||CA202600047|20260217|Encaissements de la journee|543,21|0,00|||20260217||
CA|Caisse|CA202600047|20260217|701000|Ventes de cafe torrefie|||CA202600047|20260217|12.9 kg de cafe torrefie|0,00|360,47|||20260217||
CA|Caisse|CA202600047|20260217|445710|TVA collectee|||CA202600047|20260217|TVA collectee 5,5 %|0,00|19,83|||20260217||
CA|Caisse|CA202600047|20260217|706000|Prestations, bar et degustations|||CA202600047|20260217|Bar et degustations|0,00|148,10|||20260217||
CA|Caisse|CA202600047|20260217|445710|TVA collectee|||CA202600047|20260217|TVA collectee 10 %|0,00|14,81|||20260217||
ST|Stocks et production|ST202600189|20260217|713500|Variation des stocks de produits finis|||ST202600189|20260217|Destockage de produits finis|121,32|0,00|||20260217||
ST|Stocks et production|ST202600189|20260217|355000|Stock de cafe torrefie|||ST202600189|20260217|Stock de cafe torrefie|0,00|121,32|||20260217||
VE|Ventes|VE202600052|20260217|512000|Banque|||VE202600052|20260217|Encaissement Stripe|403,27|0,00|||20260217||
VE|Ventes|VE202600052|20260217|701000|Ventes de cafe torrefie|||VE202600052|20260217|13.9 kg de cafe torrefie|0,00|367,22|||20260217||
VE|Ventes|VE202600052|20260217|708500|Ports factures|||VE202600052|20260217|Ports factures|0,00|13,21|||20260217||
VE|Ventes|VE202600052|20260217|445710|TVA collectee|||VE202600052|20260217|TVA collectee 5,5 %|0,00|20,20|||20260217||
VE|Ventes|VE202600052|20260217|445710|TVA collectee|||VE202600052|20260217|TVA collectee 20 %|0,00|2,64|||20260217||
ST|Stocks et production|ST202600190|20260217|713500|Variation des stocks de produits finis|||ST202600190|20260217|Destockage de produits finis|130,61|0,00|||20260217||
ST|Stocks et production|ST202600190|20260217|355000|Stock de cafe torrefie|||ST202600190|20260217|Stock de cafe torrefie|0,00|130,61|||20260217||
ST|Stocks et production|ST202600191|20260217|603100|Variation des stocks de cafe vert|||TOR-033|20260217|Consommation de cafe vert|1199,97|0,00|||20260217||
ST|Stocks et production|ST202600191|20260217|310000|Stock de cafe vert|||TOR-033|20260217|Stock de cafe vert|0,00|1199,97|||20260217||
ST|Stocks et production|ST202600192|20260217|603200|Variation des stocks d'emballages|||TOR-033|20260217|Consommation d'emballages|129,39|0,00|||20260217||
ST|Stocks et production|ST202600192|20260217|320000|Stock d'emballages et fournitures|||TOR-033|20260217|Stock d'emballages|0,00|129,39|||20260217||
ST|Stocks et production|ST202600193|20260217|355000|Stock de cafe torrefie|||TOR-033|20260217|Stock de cafe torrefie, brassin TOR-033|1557,71|0,00|||20260217||
ST|Stocks et production|ST202600193|20260217|713500|Variation des stocks de produits finis|||TOR-033|20260217|Production stockee|0,00|1557,71|||20260217||
CA|Caisse|CA202600048|20260218|530000|Caisse|||CA202600048|20260218|Encaissements de la journee|462,53|0,00|||20260218||
CA|Caisse|CA202600048|20260218|701000|Ventes de cafe torrefie|||CA202600048|20260218|12.5 kg de cafe torrefie|0,00|347,91|||20260218||
CA|Caisse|CA202600048|20260218|445710|TVA collectee|||CA202600048|20260218|TVA collectee 5,5 %|0,00|19,14|||20260218||
CA|Caisse|CA202600048|20260218|706000|Prestations, bar et degustations|||CA202600048|20260218|Bar et degustations|0,00|86,80|||20260218||
CA|Caisse|CA202600048|20260218|445710|TVA collectee|||CA202600048|20260218|TVA collectee 10 %|0,00|8,68|||20260218||
ST|Stocks et production|ST202600194|20260218|713500|Variation des stocks de produits finis|||ST202600194|20260218|Destockage de produits finis|117,09|0,00|||20260218||
ST|Stocks et production|ST202600194|20260218|355000|Stock de cafe torrefie|||ST202600194|20260218|Stock de cafe torrefie|0,00|117,09|||20260218||
VE|Ventes|VE202600053|20260218|512000|Banque|||VE202600053|20260218|Encaissement Stripe|419,23|0,00|||20260218||
VE|Ventes|VE202600053|20260218|701000|Ventes de cafe torrefie|||VE202600053|20260218|14.5 kg de cafe torrefie|0,00|381,74|||20260218||
VE|Ventes|VE202600053|20260218|708500|Ports factures|||VE202600053|20260218|Ports factures|0,00|13,74|||20260218||
VE|Ventes|VE202600053|20260218|445710|TVA collectee|||VE202600053|20260218|TVA collectee 5,5 %|0,00|21,00|||20260218||
VE|Ventes|VE202600053|20260218|445710|TVA collectee|||VE202600053|20260218|TVA collectee 20 %|0,00|2,75|||20260218||
ST|Stocks et production|ST202600195|20260218|713500|Variation des stocks de produits finis|||ST202600195|20260218|Destockage de produits finis|135,78|0,00|||20260218||
ST|Stocks et production|ST202600195|20260218|355000|Stock de cafe torrefie|||ST202600195|20260218|Stock de cafe torrefie|0,00|135,78|||20260218||
VE|Ventes|VE202600054|20260218|411000|Clients|||FA-2026-0020|20260218|Client Boulangerie Saint-Jean, facture FA-2026-0020|3898,14|0,00|||20260218||
VE|Ventes|VE202600054|20260218|701000|Ventes de cafe torrefie|||FA-2026-0020|20260218|240 kg de cafe torrefie|0,00|3694,92|||20260218||
VE|Ventes|VE202600054|20260218|445710|TVA collectee|||FA-2026-0020|20260218|TVA collectee 5,5 %|0,00|203,22|||20260218||
ST|Stocks et production|ST202600196|20260218|713500|Variation des stocks de produits finis|||ST202600196|20260218|Destockage de produits finis|2252,94|0,00|||20260218||
ST|Stocks et production|ST202600196|20260218|355000|Stock de cafe torrefie|||ST202600196|20260218|Stock de cafe torrefie|0,00|2252,94|||20260218||
ST|Stocks et production|ST202600197|20260218|603100|Variation des stocks de cafe vert|||TOR-034|20260218|Consommation de cafe vert|1199,97|0,00|||20260218||
ST|Stocks et production|ST202600197|20260218|310000|Stock de cafe vert|||TOR-034|20260218|Stock de cafe vert|0,00|1199,97|||20260218||
ST|Stocks et production|ST202600198|20260218|603200|Variation des stocks d'emballages|||TOR-034|20260218|Consommation d'emballages|131,38|0,00|||20260218||
ST|Stocks et production|ST202600198|20260218|320000|Stock d'emballages et fournitures|||TOR-034|20260218|Stock d'emballages|0,00|131,38|||20260218||
ST|Stocks et production|ST202600199|20260218|355000|Stock de cafe torrefie|||TOR-034|20260218|Stock de cafe torrefie, brassin TOR-034|1581,65|0,00|||20260218||
ST|Stocks et production|ST202600199|20260218|713500|Variation des stocks de produits finis|||TOR-034|20260218|Production stockee|0,00|1581,65|||20260218||
CA|Caisse|CA202600049|20260219|530000|Caisse|||CA202600049|20260219|Encaissements de la journee|521,11|0,00|||20260219||
CA|Caisse|CA202600049|20260219|701000|Ventes de cafe torrefie|||CA202600049|20260219|12.4 kg de cafe torrefie|0,00|346,24|||20260219||
CA|Caisse|CA202600049|20260219|445710|TVA collectee|||CA202600049|20260219|TVA collectee 5,5 %|0,00|19,04|||20260219||
CA|Caisse|CA202600049|20260219|706000|Prestations, bar et degustations|||CA202600049|20260219|Bar et degustations|0,00|141,66|||20260219||
CA|Caisse|CA202600049|20260219|445710|TVA collectee|||CA202600049|20260219|TVA collectee 10 %|0,00|14,17|||20260219||
ST|Stocks et production|ST202600200|20260219|713500|Variation des stocks de produits finis|||ST202600200|20260219|Destockage de produits finis|116,53|0,00|||20260219||
ST|Stocks et production|ST202600200|20260219|355000|Stock de cafe torrefie|||ST202600200|20260219|Stock de cafe torrefie|0,00|116,53|||20260219||
VE|Ventes|VE202600055|20260219|512000|Banque|||VE202600055|20260219|Encaissement Stripe|468,80|0,00|||20260219||
VE|Ventes|VE202600055|20260219|701000|Ventes de cafe torrefie|||VE202600055|20260219|16.2 kg de cafe torrefie|0,00|426,89|||20260219||
VE|Ventes|VE202600055|20260219|708500|Ports factures|||VE202600055|20260219|Ports factures|0,00|15,36|||20260219||
VE|Ventes|VE202600055|20260219|445710|TVA collectee|||VE202600055|20260219|TVA collectee 5,5 %|0,00|23,48|||20260219||
VE|Ventes|VE202600055|20260219|445710|TVA collectee|||VE202600055|20260219|TVA collectee 20 %|0,00|3,07|||20260219||
ST|Stocks et production|ST202600201|20260219|713500|Variation des stocks de produits finis|||ST202600201|20260219|Destockage de produits finis|151,84|0,00|||20260219||
ST|Stocks et production|ST202600201|20260219|355000|Stock de cafe torrefie|||ST202600201|20260219|Stock de cafe torrefie|0,00|151,84|||20260219||
VE|Ventes|VE202600056|20260219|411000|Clients|||FA-2026-0021|20260219|Client Bureau Partage Confluence, facture FA-2026-0021|4073,12|0,00|||20260219||
VE|Ventes|VE202600056|20260219|701000|Ventes de cafe torrefie|||FA-2026-0021|20260219|251 kg de cafe torrefie|0,00|3860,78|||20260219||
VE|Ventes|VE202600056|20260219|445710|TVA collectee|||FA-2026-0021|20260219|TVA collectee 5,5 %|0,00|212,34|||20260219||
ST|Stocks et production|ST202600202|20260219|713500|Variation des stocks de produits finis|||ST202600202|20260219|Destockage de produits finis|2354,07|0,00|||20260219||
ST|Stocks et production|ST202600202|20260219|355000|Stock de cafe torrefie|||ST202600202|20260219|Stock de cafe torrefie|0,00|2354,07|||20260219||
ST|Stocks et production|ST202600203|20260219|603100|Variation des stocks de cafe vert|||TOR-035|20260219|Consommation de cafe vert|1199,97|0,00|||20260219||
ST|Stocks et production|ST202600203|20260219|310000|Stock de cafe vert|||TOR-035|20260219|Stock de cafe vert|0,00|1199,97|||20260219||
ST|Stocks et production|ST202600204|20260219|603200|Variation des stocks d'emballages|||TOR-035|20260219|Consommation d'emballages|125,52|0,00|||20260219||
ST|Stocks et production|ST202600204|20260219|320000|Stock d'emballages et fournitures|||TOR-035|20260219|Stock d'emballages|0,00|125,52|||20260219||
ST|Stocks et production|ST202600205|20260219|355000|Stock de cafe torrefie|||TOR-035|20260219|Stock de cafe torrefie, brassin TOR-035|1511,04|0,00|||20260219||
ST|Stocks et production|ST202600205|20260219|713500|Variation des stocks de produits finis|||TOR-035|20260219|Production stockee|0,00|1511,04|||20260219||
CA|Caisse|CA202600050|20260220|530000|Caisse|||CA202600050|20260220|Encaissements de la journee|529,21|0,00|||20260220||
CA|Caisse|CA202600050|20260220|701000|Ventes de cafe torrefie|||CA202600050|20260220|12.9 kg de cafe torrefie|0,00|360,75|||20260220||
CA|Caisse|CA202600050|20260220|445710|TVA collectee|||CA202600050|20260220|TVA collectee 5,5 %|0,00|19,84|||20260220||
CA|Caisse|CA202600050|20260220|706000|Prestations, bar et degustations|||CA202600050|20260220|Bar et degustations|0,00|135,11|||20260220||
CA|Caisse|CA202600050|20260220|445710|TVA collectee|||CA202600050|20260220|TVA collectee 10 %|0,00|13,51|||20260220||
ST|Stocks et production|ST202600206|20260220|713500|Variation des stocks de produits finis|||ST202600206|20260220|Destockage de produits finis|121,41|0,00|||20260220||
ST|Stocks et production|ST202600206|20260220|355000|Stock de cafe torrefie|||ST202600206|20260220|Stock de cafe torrefie|0,00|121,41|||20260220||
VE|Ventes|VE202600057|20260220|512000|Banque|||VE202600057|20260220|Encaissement Stripe|402,71|0,00|||20260220||
VE|Ventes|VE202600057|20260220|701000|Ventes de cafe torrefie|||VE202600057|20260220|13.9 kg de cafe torrefie|0,00|366,70|||20260220||
VE|Ventes|VE202600057|20260220|708500|Ports factures|||VE202600057|20260220|Ports factures|0,00|13,20|||20260220||
VE|Ventes|VE202600057|20260220|445710|TVA collectee|||VE202600057|20260220|TVA collectee 5,5 %|0,00|20,17|||20260220||
VE|Ventes|VE202600057|20260220|445710|TVA collectee|||VE202600057|20260220|TVA collectee 20 %|0,00|2,64|||20260220||
ST|Stocks et production|ST202600207|20260220|713500|Variation des stocks de produits finis|||ST202600207|20260220|Destockage de produits finis|130,43|0,00|||20260220||
ST|Stocks et production|ST202600207|20260220|355000|Stock de cafe torrefie|||ST202600207|20260220|Stock de cafe torrefie|0,00|130,43|||20260220||
ST|Stocks et production|ST202600208|20260220|603100|Variation des stocks de cafe vert|||TOR-036|20260220|Consommation de cafe vert|1199,97|0,00|||20260220||
ST|Stocks et production|ST202600208|20260220|310000|Stock de cafe vert|||TOR-036|20260220|Stock de cafe vert|0,00|1199,97|||20260220||
ST|Stocks et production|ST202600209|20260220|603200|Variation des stocks d'emballages|||TOR-036|20260220|Consommation d'emballages|125,96|0,00|||20260220||
ST|Stocks et production|ST202600209|20260220|320000|Stock d'emballages et fournitures|||TOR-036|20260220|Stock d'emballages|0,00|125,96|||20260220||
ST|Stocks et production|ST202600210|20260220|355000|Stock de cafe torrefie|||TOR-036|20260220|Stock de cafe torrefie, brassin TOR-036|1516,39|0,00|||20260220||
ST|Stocks et production|ST202600210|20260220|713500|Variation des stocks de produits finis|||TOR-036|20260220|Production stockee|0,00|1516,39|||20260220||
CA|Caisse|CA202600051|20260221|530000|Caisse|||CA202600051|20260221|Encaissements de la journee|517,40|0,00|||20260221||
CA|Caisse|CA202600051|20260221|701000|Ventes de cafe torrefie|||CA202600051|20260221|13.4 kg de cafe torrefie|0,00|373,86|||20260221||
CA|Caisse|CA202600051|20260221|445710|TVA collectee|||CA202600051|20260221|TVA collectee 5,5 %|0,00|20,56|||20260221||
CA|Caisse|CA202600051|20260221|706000|Prestations, bar et degustations|||CA202600051|20260221|Bar et degustations|0,00|111,80|||20260221||
CA|Caisse|CA202600051|20260221|445710|TVA collectee|||CA202600051|20260221|TVA collectee 10 %|0,00|11,18|||20260221||
ST|Stocks et production|ST202600211|20260221|713500|Variation des stocks de produits finis|||ST202600211|20260221|Destockage de produits finis|125,83|0,00|||20260221||
ST|Stocks et production|ST202600211|20260221|355000|Stock de cafe torrefie|||ST202600211|20260221|Stock de cafe torrefie|0,00|125,83|||20260221||
AC|Achats|AC202600003|20260223|601000|Achats de cafe vert|||LOT-001|20260223|Cafe vert Perou bio, lot LOT-001|3570,00|0,00|||20260223||
AC|Achats|AC202600003|20260223|445660|TVA deductible|||LOT-001|20260223|TVA deductible 5,5 %|196,35|0,00|||20260223||
AC|Achats|AC202600003|20260223|401000|Fournisseurs|||LOT-001|20260223|Fournisseur Belco|0,00|3766,35|||20260223||
ST|Stocks et production|ST202600212|20260223|310000|Stock de cafe vert|||LOT-001|20260223|Stock de cafe vert, lot LOT-001|3570,00|0,00|||20260223||
ST|Stocks et production|ST202600212|20260223|603100|Variation des stocks de cafe vert|||LOT-001|20260223|Variation des stocks de cafe vert|0,00|3570,00|||20260223||
CA|Caisse|CA202600052|20260223|530000|Caisse|||CA202600052|20260223|Encaissements de la journee|457,90|0,00|||20260223||
CA|Caisse|CA202600052|20260223|701000|Ventes de cafe torrefie|||CA202600052|20260223|11.5 kg de cafe torrefie|0,00|321,41|||20260223||
CA|Caisse|CA202600052|20260223|445710|TVA collectee|||CA202600052|20260223|TVA collectee 5,5 %|0,00|17,68|||20260223||
CA|Caisse|CA202600052|20260223|706000|Prestations, bar et degustations|||CA202600052|20260223|Bar et degustations|0,00|108,01|||20260223||
CA|Caisse|CA202600052|20260223|445710|TVA collectee|||CA202600052|20260223|TVA collectee 10 %|0,00|10,80|||20260223||
ST|Stocks et production|ST202600213|20260223|713500|Variation des stocks de produits finis|||ST202600213|20260223|Destockage de produits finis|108,17|0,00|||20260223||
ST|Stocks et production|ST202600213|20260223|355000|Stock de cafe torrefie|||ST202600213|20260223|Stock de cafe torrefie|0,00|108,17|||20260223||
VE|Ventes|VE202600058|20260223|512000|Banque|||VE202600058|20260223|Encaissement Stripe|478,95|0,00|||20260223||
VE|Ventes|VE202600058|20260223|701000|Ventes de cafe torrefie|||VE202600058|20260223|16.5 kg de cafe torrefie|0,00|436,13|||20260223||
VE|Ventes|VE202600058|20260223|708500|Ports factures|||VE202600058|20260223|Ports factures|0,00|15,69|||20260223||
VE|Ventes|VE202600058|20260223|445710|TVA collectee|||VE202600058|20260223|TVA collectee 5,5 %|0,00|23,99|||20260223||
VE|Ventes|VE202600058|20260223|445710|TVA collectee|||VE202600058|20260223|TVA collectee 20 %|0,00|3,14|||20260223||
ST|Stocks et production|ST202600214|20260223|713500|Variation des stocks de produits finis|||ST202600214|20260223|Destockage de produits finis|155,12|0,00|||20260223||
ST|Stocks et production|ST202600214|20260223|355000|Stock de cafe torrefie|||ST202600214|20260223|Stock de cafe torrefie|0,00|155,12|||20260223||
VE|Ventes|VE202600059|20260223|411000|Clients|||FA-2026-0022|20260223|Client Epicerie Bonne Graine, facture FA-2026-0022|3917,31|0,00|||20260223||
VE|Ventes|VE202600059|20260223|701000|Ventes de cafe torrefie|||FA-2026-0022|20260223|241 kg de cafe torrefie|0,00|3713,09|||20260223||
VE|Ventes|VE202600059|20260223|445710|TVA collectee|||FA-2026-0022|20260223|TVA collectee 5,5 %|0,00|204,22|||20260223||
ST|Stocks et production|ST202600215|20260223|713500|Variation des stocks de produits finis|||ST202600215|20260223|Destockage de produits finis|2264,02|0,00|||20260223||
ST|Stocks et production|ST202600215|20260223|355000|Stock de cafe torrefie|||ST202600215|20260223|Stock de cafe torrefie|0,00|2264,02|||20260223||
ST|Stocks et production|ST202600216|20260223|603100|Variation des stocks de cafe vert|||TOR-037|20260223|Consommation de cafe vert|1199,97|0,00|||20260223||
ST|Stocks et production|ST202600216|20260223|310000|Stock de cafe vert|||TOR-037|20260223|Stock de cafe vert|0,00|1199,97|||20260223||
ST|Stocks et production|ST202600217|20260223|603200|Variation des stocks d'emballages|||TOR-037|20260223|Consommation d'emballages|127,01|0,00|||20260223||
ST|Stocks et production|ST202600217|20260223|320000|Stock d'emballages et fournitures|||TOR-037|20260223|Stock d'emballages|0,00|127,01|||20260223||
ST|Stocks et production|ST202600218|20260223|355000|Stock de cafe torrefie|||TOR-037|20260223|Stock de cafe torrefie, brassin TOR-037|1528,97|0,00|||20260223||
ST|Stocks et production|ST202600218|20260223|713500|Variation des stocks de produits finis|||TOR-037|20260223|Production stockee|0,00|1528,97|||20260223||
CA|Caisse|CA202600053|20260223|512000|Banque|||CA202600053|20260223|Remise de la semaine|3031,36|0,00|||20260223||
CA|Caisse|CA202600053|20260223|530000|Caisse|||CA202600053|20260223|Caisse de la boutique|0,00|3031,36|||20260223||
CA|Caisse|CA202600054|20260224|530000|Caisse|||CA202600054|20260224|Encaissements de la journee|479,62|0,00|||20260224||
CA|Caisse|CA202600054|20260224|701000|Ventes de cafe torrefie|||CA202600054|20260224|12.6 kg de cafe torrefie|0,00|350,98|||20260224||
CA|Caisse|CA202600054|20260224|445710|TVA collectee|||CA202600054|20260224|TVA collectee 5,5 %|0,00|19,30|||20260224||
CA|Caisse|CA202600054|20260224|706000|Prestations, bar et degustations|||CA202600054|20260224|Bar et degustations|0,00|99,40|||20260224||
CA|Caisse|CA202600054|20260224|445710|TVA collectee|||CA202600054|20260224|TVA collectee 10 %|0,00|9,94|||20260224||
ST|Stocks et production|ST202600219|20260224|713500|Variation des stocks de produits finis|||ST202600219|20260224|Destockage de produits finis|118,13|0,00|||20260224||
ST|Stocks et production|ST202600219|20260224|355000|Stock de cafe torrefie|||ST202600219|20260224|Stock de cafe torrefie|0,00|118,13|||20260224||
VE|Ventes|VE202600060|20260224|512000|Banque|||VE202600060|20260224|Encaissement Stripe|408,51|0,00|||20260224||
VE|Ventes|VE202600060|20260224|701000|Ventes de cafe torrefie|||VE202600060|20260224|14.1 kg de cafe torrefie|0,00|371,98|||20260224||
VE|Ventes|VE202600060|20260224|708500|Ports factures|||VE202600060|20260224|Ports factures|0,00|13,39|||20260224||
VE|Ventes|VE202600060|20260224|445710|TVA collectee|||VE202600060|20260224|TVA collectee 5,5 %|0,00|20,46|||20260224||
VE|Ventes|VE202600060|20260224|445710|TVA collectee|||VE202600060|20260224|TVA collectee 20 %|0,00|2,68|||20260224||
ST|Stocks et production|ST202600220|20260224|713500|Variation des stocks de produits finis|||ST202600220|20260224|Destockage de produits finis|132,31|0,00|||20260224||
ST|Stocks et production|ST202600220|20260224|355000|Stock de cafe torrefie|||ST202600220|20260224|Stock de cafe torrefie|0,00|132,31|||20260224||
ST|Stocks et production|ST202600221|20260224|603100|Variation des stocks de cafe vert|||TOR-038|20260224|Consommation de cafe vert|1199,97|0,00|||20260224||
ST|Stocks et production|ST202600221|20260224|310000|Stock de cafe vert|||TOR-038|20260224|Stock de cafe vert|0,00|1199,97|||20260224||
ST|Stocks et production|ST202600222|20260224|603200|Variation des stocks d'emballages|||TOR-038|20260224|Consommation d'emballages|130,86|0,00|||20260224||
ST|Stocks et production|ST202600222|20260224|320000|Stock d'emballages et fournitures|||TOR-038|20260224|Stock d'emballages|0,00|130,86|||20260224||
ST|Stocks et production|ST202600223|20260224|355000|Stock de cafe torrefie|||TOR-038|20260224|Stock de cafe torrefie, brassin TOR-038|1575,36|0,00|||20260224||
ST|Stocks et production|ST202600223|20260224|713500|Variation des stocks de produits finis|||TOR-038|20260224|Production stockee|0,00|1575,36|||20260224||
BQ|Banque|BQ202600023|20260224|512000|Banque|||FA-2026-0001|20260224|Virement recu|4146,08|0,00|||20260224||
BQ|Banque|BQ202600023|20260224|411000|Clients|||FA-2026-0001|20260224|Client Epicerie Bonne Graine, facture FA-2026-0001|0,00|4146,08|||20260224||
BQ|Banque|BQ202600024|20260224|512000|Banque|||FA-2026-0003|20260224|Virement recu|3442,74|0,00|||20260224||
BQ|Banque|BQ202600024|20260224|411000|Clients|||FA-2026-0003|20260224|Client Cafe des Artisans, facture FA-2026-0003|0,00|3442,74|||20260224||
BQ|Banque|BQ202600025|20260224|512000|Banque|||FA-2026-0007|20260224|Virement recu|4034,13|0,00|||20260224||
BQ|Banque|BQ202600025|20260224|411000|Clients|||FA-2026-0007|20260224|Client Cafe des Artisans, facture FA-2026-0007|0,00|4034,13|||20260224||
BQ|Banque|BQ202600026|20260224|512000|Banque|||FA-2026-0009|20260224|Virement recu|3836,07|0,00|||20260224||
BQ|Banque|BQ202600026|20260224|411000|Clients|||FA-2026-0009|20260224|Client Epicerie Bonne Graine, facture FA-2026-0009|0,00|3836,07|||20260224||
BQ|Banque|BQ202600027|20260224|512000|Banque|||FA-2026-0012|20260224|Virement recu|3745,26|0,00|||20260224||
BQ|Banque|BQ202600027|20260224|411000|Clients|||FA-2026-0012|20260224|Client Cafe des Artisans, facture FA-2026-0012|0,00|3745,26|||20260224||
AC|Achats|AC202600004|20260225|601000|Achats de cafe vert|||LOT-002|20260225|Cafe vert Colombie Huila, lot LOT-002|4116,00|0,00|||20260225||
AC|Achats|AC202600004|20260225|445660|TVA deductible|||LOT-002|20260225|TVA deductible 5,5 %|226,38|0,00|||20260225||
AC|Achats|AC202600004|20260225|401000|Fournisseurs|||LOT-002|20260225|Fournisseur Belco|0,00|4342,38|||20260225||
ST|Stocks et production|ST202600224|20260225|310000|Stock de cafe vert|||LOT-002|20260225|Stock de cafe vert, lot LOT-002|4116,00|0,00|||20260225||
ST|Stocks et production|ST202600224|20260225|603100|Variation des stocks de cafe vert|||LOT-002|20260225|Variation des stocks de cafe vert|0,00|4116,00|||20260225||
CA|Caisse|CA202600055|20260225|530000|Caisse|||CA202600055|20260225|Encaissements de la journee|522,03|0,00|||20260225||
CA|Caisse|CA202600055|20260225|701000|Ventes de cafe torrefie|||CA202600055|20260225|12.7 kg de cafe torrefie|0,00|352,94|||20260225||
CA|Caisse|CA202600055|20260225|445710|TVA collectee|||CA202600055|20260225|TVA collectee 5,5 %|0,00|19,41|||20260225||
CA|Caisse|CA202600055|20260225|706000|Prestations, bar et degustations|||CA202600055|20260225|Bar et degustations|0,00|136,07|||20260225||
CA|Caisse|CA202600055|20260225|445710|TVA collectee|||CA202600055|20260225|TVA collectee 10 %|0,00|13,61|||20260225||
ST|Stocks et production|ST202600225|20260225|713500|Variation des stocks de produits finis|||ST202600225|20260225|Destockage de produits finis|118,78|0,00|||20260225||
ST|Stocks et production|ST202600225|20260225|355000|Stock de cafe torrefie|||ST202600225|20260225|Stock de cafe torrefie|0,00|118,78|||20260225||
VE|Ventes|VE202600061|20260225|512000|Banque|||VE202600061|20260225|Encaissement Stripe|430,53|0,00|||20260225||
VE|Ventes|VE202600061|20260225|701000|Ventes de cafe torrefie|||VE202600061|20260225|14.8 kg de cafe torrefie|0,00|392,04|||20260225||
